LAST SEEN   TYPE      REASON                         OBJECT                                  MESSAGE
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/order-hpa       failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/order-hpa       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/gateway-hpa     failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/gateway-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/inventory-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/inventory-hpa   failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
16m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-hpa     failed to get cpu utilization: unable to get metrics for resource cpu: unable to fetch metrics from resource metrics API: the server is currently unable to handle the request (get pods.metrics.k8s.io)
15m         Normal    Sync                           ingress/shoply-ingress                  Scheduled for sync
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/gateway-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/order-hpa       invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/gateway-hpa     failed to get cpu utilization: unable to get metrics for resource cpu: no metrics returned from resource metrics API
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/inventory-hpa   failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/inventory-hpa   invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/payment-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/payment-hpa     failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/order-hpa       failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/product-hpa     failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/product-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedGetResourceMetric        horizontalpodautoscaler/gateway-hpa     failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
15m         Warning   FailedComputeMetricsReplicas   horizontalpodautoscaler/gateway-hpa     invalid metrics (1 invalid out of 1), first error is: failed to get cpu resource metric value: failed to get cpu utilization: did not receive metrics for targeted pods (pods might be unready)
