LAST SEEN   TYPE      REASON                         OBJECT                                  MESSAGE
5m4s        Normal    Scheduled                      pod/payment-84d4c68676-df5gz            Successfully assigned shoply/payment-84d4c68676-df5gz to k8s-worker1
8m49s       Normal    Scheduled                      pod/payment-84d4c68676-bm2nz            Successfully assigned shoply/payment-84d4c68676-bm2nz to k8s-worker2
4m19s       Warning   FailedScheduling               pod/inventory-7c5c586469-zqvm9          0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
8m49s       Normal    Scheduled                      pod/order-556547d684-v5fsl              Successfully assigned shoply/order-556547d684-v5fsl to k8s-worker2
9m19s       Normal    Scheduled                      pod/inventory-7c5c586469-rrrlv          Successfully assigned shoply/inventory-7c5c586469-rrrlv to k8s-worker1
12m         Normal    Scheduled                      pod/payment-84d4c68676-kjxzw            Successfully assigned shoply/payment-84d4c68676-kjxzw to k8s-worker2
12m         Normal    Scheduled                      pod/gateway-7b76d459b9-92tht            Successfully assigned shoply/gateway-7b76d459b9-92tht to k8s-worker1
3m3s        Normal    Scheduled                      pod/inventory-7c5c586469-p8l8f          Successfully assigned shoply/inventory-7c5c586469-p8l8f to k8s-worker1
3m19s       Warning   FailedScheduling               pod/inventory-7c5c586469-p8l8f          0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
2m34s       Warning   FailedScheduling               pod/gateway-7b76d459b9-rk8hv            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m4s        Warning   FailedScheduling               pod/payment-84d4c68676-df5gz            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
34s         Warning   FailedScheduling               pod/gateway-7b76d459b9-9ftfs            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
2m34s       Warning   FailedScheduling               pod/gateway-7b76d459b9-9v8qj            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
