NAME                         READY   STATUS             RESTARTS         AGE     IP            NODE          NOMINATED NODE   READINESS GATES
frontend-6798c74b8c-m2ddg    1/1     Running            0                171m    10.244.2.11   k8s-worker2   <none>           <none>
gateway-7b76d459b9-6spnt     1/1     Running            0                72m     10.244.1.53   k8s-worker1   <none>           <none>
gateway-7b76d459b9-92tht     1/1     Running            0                13m     10.244.1.80   k8s-worker1   <none>           <none>
gateway-7b76d459b9-9ftfs     0/1     Pending            0                67s     <none>        <none>        <none>           <none>
gateway-7b76d459b9-dx5zq     1/1     Running            0                10m     10.244.1.84   k8s-worker1   <none>           <none>
gateway-7b76d459b9-mrz57     0/1     Pending            0                67s     <none>        <none>        <none>           <none>
gateway-7b76d459b9-mt8rg     0/1     Pending            0                67s     <none>        <none>        <none>           <none>
gateway-7b76d459b9-pl28d     1/1     Running            0                9m38s   10.244.1.86   k8s-worker1   <none>           <none>
gateway-7b76d459b9-qplgl     1/1     Running            0                10m     10.244.1.83   k8s-worker1   <none>           <none>
gateway-7b76d459b9-rhsb6     1/1     Running            0                171m    10.244.1.10   k8s-worker1   <none>           <none>
gateway-7b76d459b9-v6tnz     1/1     Running            0                12m     10.244.1.81   k8s-worker1   <none>           <none>
inventory-7c5c586469-cs555   1/1     Running            4 (7m26s ago)    10m     10.244.1.82   k8s-worker1   <none>           <none>
inventory-7c5c586469-h59hh   1/1     Running            8 (2m2s ago)     117m    10.244.2.35   k8s-worker2   <none>           <none>
inventory-7c5c586469-m7f8s   0/1     CrashLoopBackOff   5 (110s ago)     9m8s    10.244.1.88   k8s-worker1   <none>           <none>
inventory-7c5c586469-p8l8f   1/1     Running            3 (43s ago)      4m53s   10.244.1.95   k8s-worker1   <none>           <none>
inventory-7c5c586469-rrrlv   1/1     Running            6 (3m51s ago)    9m53s   10.244.1.85   k8s-worker1   <none>           <none>
inventory-7c5c586469-zqvm9   1/1     Running            3 (48s ago)      4m53s   10.244.1.96   k8s-worker1   <none>           <none>
order-556547d684-5cw6s       1/1     Running            10 (2m ago)      68m     10.244.2.61   k8s-worker2   <none>           <none>
order-556547d684-7dddm       0/1     CrashLoopBackOff   6 (54s ago)      9m38s   10.244.2.76   k8s-worker2   <none>           <none>
order-556547d684-9q9xj       1/1     Running            5 (5m53s ago)    10m     10.244.2.74   k8s-worker2   <none>           <none>
order-556547d684-btvvm       1/1     Running            5 (2m5s ago)     8m38s   10.244.2.79   k8s-worker2   <none>           <none>
order-556547d684-m6gfl       1/1     Running            0                13m     10.244.2.70   k8s-worker2   <none>           <none>
order-556547d684-mkx72       0/1     CrashLoopBackOff   5 (72s ago)      62m     10.244.2.66   k8s-worker2   <none>           <none>
order-556547d684-p7jkh       0/1     CrashLoopBackOff   6 (52s ago)      10m     10.244.2.72   k8s-worker2   <none>           <none>
order-556547d684-smgkl       1/1     Running            2 (3m1s ago)     5m7s    10.244.1.94   k8s-worker1   <none>           <none>
order-556547d684-v5fsl       0/1     CrashLoopBackOff   5 (2m1s ago)     9m23s   10.244.2.78   k8s-worker2   <none>           <none>
order-556547d684-zcbhh       0/1     CrashLoopBackOff   6 (47s ago)      13m     10.244.2.68   k8s-worker2   <none>           <none>
payment-84d4c68676-79qq4     0/1     Running            6 (3m7s ago)     9m53s   10.244.2.75   k8s-worker2   <none>           <none>
payment-84d4c68676-bm2nz     0/1     CrashLoopBackOff   5 (2m2s ago)     9m23s   10.244.2.77   k8s-worker2   <none>           <none>
payment-84d4c68676-bwxlv     1/1     Running            6 (3m10s ago)    10m     10.244.2.71   k8s-worker2   <none>           <none>
payment-84d4c68676-df5gz     1/1     Running            4 (112s ago)     5m38s   10.244.1.92   k8s-worker1   <none>           <none>
payment-84d4c68676-fbv9g     1/1     Running            7 (113s ago)     64m     10.244.1.71   k8s-worker1   <none>           <none>
payment-84d4c68676-hltrh     1/1     Running            2 (3m50s ago)    5m38s   10.244.2.80   k8s-worker2   <none>           <none>
payment-84d4c68676-hw8bv     1/1     Running            2 (62s ago)      2m22s   10.244.1.98   k8s-worker1   <none>           <none>
payment-84d4c68676-jdfrk     0/1     Running            5 (105s ago)     10m     10.244.2.73   k8s-worker2   <none>           <none>
payment-84d4c68676-k9bk8     1/1     Running            11 (3m28s ago)   69m     10.244.2.60   k8s-worker2   <none>           <none>
payment-84d4c68676-kjxzw     0/1     CrashLoopBackOff   6 (69s ago)      13m     10.244.2.69   k8s-worker2   <none>           <none>
product-7f7cb5797d-4gnkq     1/1     Running            0                131m    10.244.1.13   k8s-worker1   <none>           <none>
product-7f7cb5797d-x9pq8     1/1     Running            0                75m     10.244.1.51   k8s-worker1   <none>           <none>
user-cf9f7646c-xfgl5         1/1     Running            0                171m    10.244.2.14   k8s-worker2   <none>           <none>
