LAST SEEN   TYPE      REASON                         OBJECT                                  MESSAGE
4m24s       Normal    Scheduled                      pod/order-556547d684-smgkl              Successfully assigned shoply/order-556547d684-smgkl to k8s-worker1
9m54s       Normal    Scheduled                      pod/order-556547d684-v5fsl              Successfully assigned shoply/order-556547d684-v5fsl to k8s-worker2
3m24s       Warning   FailedScheduling               pod/product-7f7cb5797d-nqccj            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
9m55s       Normal    Scheduled                      pod/product-7f7cb5797d-8l85p            Successfully assigned shoply/product-7f7cb5797d-8l85p to k8s-worker1
9m9s        Normal    Scheduled                      pod/gateway-7b76d459b9-v5ck6            Successfully assigned shoply/gateway-7b76d459b9-v5ck6 to k8s-worker1
10m         Normal    Scheduled                      pod/payment-84d4c68676-79qq4            Successfully assigned shoply/payment-84d4c68676-79qq4 to k8s-worker2
13m         Normal    Scheduled                      pod/gateway-7b76d459b9-92tht            Successfully assigned shoply/gateway-7b76d459b9-92tht to k8s-worker1
9m40s       Normal    Scheduled                      pod/inventory-7c5c586469-m7f8s          Successfully assigned shoply/inventory-7c5c586469-m7f8s to k8s-worker1
5m24s       Warning   FailedScheduling               pod/inventory-7c5c586469-p8l8f          0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
4m24s       Warning   FailedScheduling               pod/inventory-7c5c586469-p8l8f          0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
4m8s        Normal    Scheduled                      pod/inventory-7c5c586469-p8l8f          Successfully assigned shoply/inventory-7c5c586469-p8l8f to k8s-worker1
10m         Normal    Scheduled                      pod/inventory-7c5c586469-rrrlv          Successfully assigned shoply/inventory-7c5c586469-rrrlv to k8s-worker1
99s         Warning   FailedScheduling               pod/gateway-7b76d459b9-9ftfs            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
