NAME                         READY   STATUS             RESTARTS        AGE     IP            NODE          NOMINATED NODE   READINESS GATES
frontend-9dcd685f9-hbrfw     1/1     Running            3 (89m ago)     117m    10.244.2.19   k8s-worker2   <none>           <none>
gateway-67ddf64db9-7wghc     1/1     Running            0               7m40s   10.244.1.28   k8s-worker1   <none>           <none>
gateway-67ddf64db9-88g4b     1/1     Running            0               8m55s   10.244.1.22   k8s-worker1   <none>           <none>
gateway-67ddf64db9-hcgz9     1/1     Running            0               7m40s   10.244.1.27   k8s-worker1   <none>           <none>
gateway-67ddf64db9-hphmp     1/1     Running            1 (91m ago)     117m    10.244.1.16   k8s-worker1   <none>           <none>
gateway-67ddf64db9-hv72g     1/1     Running            0               11m     10.244.1.21   k8s-worker1   <none>           <none>
gateway-67ddf64db9-kd4s6     0/1     Pending            0               3m40s   <none>        <none>        <none>           <none>
gateway-67ddf64db9-kvlfh     0/1     Pending            0               3m40s   <none>        <none>        <none>           <none>
gateway-67ddf64db9-vmg2p     0/1     Pending            0               2m39s   <none>        <none>        <none>           <none>
gateway-67ddf64db9-vwb9l     1/1     Running            1 (91m ago)     116m    10.244.1.14   k8s-worker1   <none>           <none>
gateway-67ddf64db9-wp4gv     1/1     Running            0               6m40s   10.244.1.30   k8s-worker1   <none>           <none>
inventory-54b7486945-25hc8   0/1     CrashLoopBackOff   5 (115s ago)    7m55s   10.244.1.25   k8s-worker1   <none>           <none>
inventory-54b7486945-4sgww   0/1     CrashLoopBackOff   5 (115s ago)    7m40s   10.244.1.26   k8s-worker1   <none>           <none>
inventory-54b7486945-6kffz   0/1     CrashLoopBackOff   5 (54s ago)     8m40s   10.244.1.23   k8s-worker1   <none>           <none>
inventory-54b7486945-ktbmc   1/1     Running            1 (91m ago)     116m    10.244.1.17   k8s-worker1   <none>           <none>
inventory-54b7486945-nf5ql   1/1     Running            1 (91m ago)     117m    10.244.1.19   k8s-worker1   <none>           <none>
order-6976c69cdd-7tfnt       0/1     CrashLoopBackOff   3 (24s ago)     4m55s   10.244.1.35   k8s-worker1   <none>           <none>
order-6976c69cdd-cqtdc       0/1     CrashLoopBackOff   5 (110s ago)    7m40s   10.244.2.33   k8s-worker2   <none>           <none>
order-6976c69cdd-dmbjb       1/1     Running            1 (90m ago)     116m    10.244.2.18   k8s-worker2   <none>           <none>
order-6976c69cdd-dnt5f       0/1     Running            5 (93s ago)     11m     10.244.2.26   k8s-worker2   <none>           <none>
order-6976c69cdd-f6xcw       1/1     Running            1 (90m ago)     117m    10.244.2.22   k8s-worker2   <none>           <none>
order-6976c69cdd-kfmw7       1/1     Running            1 (3m38s ago)   5m25s   10.244.1.34   k8s-worker1   <none>           <none>
order-6976c69cdd-pvkc7       0/1     CrashLoopBackOff   5 (2m6s ago)    7m40s   10.244.2.34   k8s-worker2   <none>           <none>
order-6976c69cdd-sdl99       1/1     Running            2 (56s ago)     8m40s   10.244.2.29   k8s-worker2   <none>           <none>
order-6976c69cdd-smkdm       1/1     Running            5 (3m14s ago)   11m     10.244.2.27   k8s-worker2   <none>           <none>
order-6976c69cdd-zmclx       1/1     Running            0               8m40s   10.244.2.30   k8s-worker2   <none>           <none>
payment-7f446f7f68-4r85q     0/1     CrashLoopBackOff   2 (10s ago)     7m10s   10.244.2.35   k8s-worker2   <none>           <none>
payment-7f446f7f68-55452     0/1     CrashLoopBackOff   6 (109s ago)    116m    10.244.2.20   k8s-worker2   <none>           <none>
payment-7f446f7f68-6mlng     0/1     CrashLoopBackOff   3 (15s ago)     7m55s   10.244.2.32   k8s-worker2   <none>           <none>
payment-7f446f7f68-8t46k     0/1     Running            5 (115s ago)    8m25s   10.244.2.31   k8s-worker2   <none>           <none>
payment-7f446f7f68-cpzqc     1/1     Running            3 (2m14s ago)   5m55s   10.244.1.32   k8s-worker1   <none>           <none>
payment-7f446f7f68-fjrnl     0/1     CrashLoopBackOff   5 (2s ago)      11m     10.244.2.25   k8s-worker2   <none>           <none>
payment-7f446f7f68-k2ws6     0/1     Error              5 (114s ago)    8m55s   10.244.2.28   k8s-worker2   <none>           <none>
payment-7f446f7f68-kwzfm     1/1     Running            6 (3m3s ago)    117m    10.244.2.23   k8s-worker2   <none>           <none>
payment-7f446f7f68-lgmjq     0/1     CrashLoopBackOff   4 (67s ago)     5m55s   10.244.1.33   k8s-worker1   <none>           <none>
product-79f7fc54b6-5xf8l     0/1     Pending            0               84s     <none>        <none>        <none>           <none>
product-79f7fc54b6-fmwn8     1/1     Running            1 (91m ago)     117m    10.244.1.15   k8s-worker1   <none>           <none>
product-79f7fc54b6-wr8sw     1/1     Running            1 (91m ago)     116m    10.244.1.18   k8s-worker1   <none>           <none>
user-64dcb65d99-qwlqs        1/1     Running            1 (90m ago)     117m    10.244.2.21   k8s-worker2   <none>           <none>
