LAST SEEN   TYPE      REASON                         OBJECT                                  MESSAGE
3m35s       Normal    Scheduled                      pod/gateway-7b76d459b9-pl28d            Successfully assigned shoply/gateway-7b76d459b9-pl28d to k8s-worker1
4m35s       Normal    Scheduled                      pod/inventory-7c5c586469-cs555          Successfully assigned shoply/inventory-7c5c586469-cs555 to k8s-worker1
55m         Normal    Scheduled                      pod/inventory-7c5c586469-k54j5          Successfully assigned shoply/inventory-7c5c586469-k54j5 to k8s-worker1
3m5s        Normal    Scheduled                      pod/inventory-7c5c586469-m7f8s          Successfully assigned shoply/inventory-7c5c586469-m7f8s to k8s-worker1
3m50s       Normal    Scheduled                      pod/inventory-7c5c586469-rrrlv          Successfully assigned shoply/inventory-7c5c586469-rrrlv to k8s-worker1
55m         Normal    Scheduled                      pod/order-556547d684-6dppq              Successfully assigned shoply/order-556547d684-6dppq to k8s-worker2
3m35s       Normal    Scheduled                      pod/order-556547d684-7dddm              Successfully assigned shoply/order-556547d684-7dddm to k8s-worker2
95s         Normal    Scheduled                      pod/gateway-7b76d459b9-4g55k            Successfully assigned shoply/gateway-7b76d459b9-4g55k to k8s-worker1
60m         Normal    Scheduled                      pod/order-556547d684-9lq9c              Successfully assigned shoply/order-556547d684-9lq9c to k8s-worker1
6m5s        Normal    Scheduled                      pod/gateway-7b76d459b9-v6tnz            Successfully assigned shoply/gateway-7b76d459b9-v6tnz to k8s-worker1
4m20s       Normal    Scheduled                      pod/order-556547d684-9q9xj              Successfully assigned shoply/order-556547d684-9q9xj to k8s-worker2
2m35s       Normal    Scheduled                      pod/order-556547d684-btvvm              Successfully assigned shoply/order-556547d684-btvvm to k8s-worker2
58m         Normal    Scheduled                      pod/gateway-7b76d459b9-72kmd            Successfully assigned shoply/gateway-7b76d459b9-72kmd to k8s-worker1
56m         Normal    Scheduled                      pod/order-556547d684-d2fh6              Successfully assigned shoply/order-556547d684-d2fh6 to k8s-worker2
2m35s       Normal    Scheduled                      pod/gateway-7b76d459b9-v5ck6            Successfully assigned shoply/gateway-7b76d459b9-v5ck6 to k8s-worker1
60m         Normal    Scheduled                      pod/gateway-7b76d459b9-tsjw5            Successfully assigned shoply/gateway-7b76d459b9-tsjw5 to k8s-worker1
60m         Normal    Scheduled                      pod/order-556547d684-kk58j              Successfully assigned shoply/order-556547d684-kk58j to k8s-worker2
58m         Normal    Scheduled                      pod/product-7f7cb5797d-zrxjg            Successfully assigned shoply/product-7f7cb5797d-zrxjg to k8s-worker1
7m20s       Normal    Scheduled                      pod/gateway-7b76d459b9-92tht            Successfully assigned shoply/gateway-7b76d459b9-92tht to k8s-worker1
54m         Warning   FailedScheduling               pod/product-7f7cb5797d-pfwrn            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
56m         Normal    Scheduled                      pod/gateway-7b76d459b9-tqr9p            Successfully assigned shoply/gateway-7b76d459b9-tqr9p to k8s-worker1
60m         Normal    Scheduled                      pod/product-7f7cb5797d-jzsk8            Successfully assigned shoply/product-7f7cb5797d-jzsk8 to k8s-worker1
3m20s       Normal    Scheduled                      pod/product-7f7cb5797d-8l85p            Successfully assigned shoply/product-7f7cb5797d-8l85p to k8s-worker1
55m         Normal    Scheduled                      pod/product-7f7cb5797d-48lg7            Successfully assigned shoply/product-7f7cb5797d-48lg7 to k8s-worker1
54m         Warning   FailedScheduling               pod/gateway-7b76d459b9-tbj2j            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
56m         Normal    Scheduled                      pod/gateway-7b76d459b9-d9ss7            Successfully assigned shoply/gateway-7b76d459b9-d9ss7 to k8s-worker1
7m5s        Normal    Scheduled                      pod/order-556547d684-m6gfl              Successfully assigned shoply/order-556547d684-m6gfl to k8s-worker2
56m         Normal    Scheduled                      pod/order-556547d684-mkx72              Successfully assigned shoply/order-556547d684-mkx72 to k8s-worker2
4m50s       Normal    Scheduled                      pod/order-556547d684-p7jkh              Successfully assigned shoply/order-556547d684-p7jkh to k8s-worker2
56m         Normal    Scheduled                      pod/gateway-7b76d459b9-sszzk            Successfully assigned shoply/gateway-7b76d459b9-sszzk to k8s-worker1
7m20s       Normal    Scheduled                      pod/payment-84d4c68676-kjxzw            Successfully assigned shoply/payment-84d4c68676-kjxzw to k8s-worker2
4m5s        Normal    Scheduled                      pod/gateway-7b76d459b9-dx5zq            Successfully assigned shoply/gateway-7b76d459b9-dx5zq to k8s-worker1
55m         Normal    Scheduled                      pod/gateway-7b76d459b9-sl6ph            Successfully assigned shoply/gateway-7b76d459b9-sl6ph to k8s-worker1
3m20s       Normal    Scheduled                      pod/order-556547d684-v5fsl              Successfully assigned shoply/order-556547d684-v5fsl to k8s-worker2
