LAST SEEN   TYPE      REASON                         OBJECT                                  MESSAGE
52m         Normal    Scheduled                      pod/gateway-7b76d459b9-d9ss7            Successfully assigned shoply/gateway-7b76d459b9-d9ss7 to k8s-worker1
52m         Normal    Scheduled                      pod/order-556547d684-d2fh6              Successfully assigned shoply/order-556547d684-d2fh6 to k8s-worker2
54m         Normal    Scheduled                      pod/product-7f7cb5797d-zrxjg            Successfully assigned shoply/product-7f7cb5797d-zrxjg to k8s-worker1
50m         Warning   FailedScheduling               pod/product-7f7cb5797d-pfwrn            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
56m         Normal    Scheduled                      pod/product-7f7cb5797d-jzsk8            Successfully assigned shoply/product-7f7cb5797d-jzsk8 to k8s-worker1
57m         Normal    Scheduled                      pod/gateway-7b76d459b9-tsjw5            Successfully assigned shoply/gateway-7b76d459b9-tsjw5 to k8s-worker1
58m         Normal    Scheduled                      pod/product-7f7cb5797d-gjtfg            Successfully assigned shoply/product-7f7cb5797d-gjtfg to k8s-worker1
60m         Normal    Scheduled                      pod/payment-84d4c68676-7qj4t            Successfully assigned shoply/payment-84d4c68676-7qj4t to k8s-worker2
52m         Normal    Scheduled                      pod/product-7f7cb5797d-48lg7            Successfully assigned shoply/product-7f7cb5797d-48lg7 to k8s-worker1
60m         Normal    Scheduled                      pod/inventory-7c5c586469-49v57          Successfully assigned shoply/inventory-7c5c586469-49v57 to k8s-worker1
52m         Normal    Scheduled                      pod/gateway-7b76d459b9-tqr9p            Successfully assigned shoply/gateway-7b76d459b9-tqr9p to k8s-worker1
3m36s       Normal    Scheduled                      pod/payment-84d4c68676-kjxzw            Successfully assigned shoply/payment-84d4c68676-kjxzw to k8s-worker2
51m         Warning   FailedScheduling               pod/gateway-7b76d459b9-tbj2j            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
59m         Normal    Scheduled                      pod/inventory-7c5c586469-9vbbb          Successfully assigned shoply/inventory-7c5c586469-9vbbb to k8s-worker1
3m36s       Normal    Scheduled                      pod/gateway-7b76d459b9-92tht            Successfully assigned shoply/gateway-7b76d459b9-92tht to k8s-worker1
59m         Normal    Scheduled                      pod/payment-84d4c68676-k9bk8            Successfully assigned shoply/payment-84d4c68676-k9bk8 to k8s-worker2
36s         Normal    Scheduled                      pod/payment-84d4c68676-jdfrk            Successfully assigned shoply/payment-84d4c68676-jdfrk to k8s-worker2
52m         Normal    Scheduled                      pod/gateway-7b76d459b9-sszzk            Successfully assigned shoply/gateway-7b76d459b9-sszzk to k8s-worker1
52m         Normal    Scheduled                      pod/payment-84d4c68676-fbv9g            Successfully assigned shoply/payment-84d4c68676-fbv9g to k8s-worker1
58m         Normal    Scheduled                      pod/gateway-7b76d459b9-b2gsh            Successfully assigned shoply/gateway-7b76d459b9-b2gsh to k8s-worker1
53m         Warning   FailedScheduling               pod/payment-84d4c68676-fbv9g            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
54m         Warning   FailedScheduling               pod/payment-84d4c68676-fbv9g            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
66s         Normal    Scheduled                      pod/payment-84d4c68676-bwxlv            Successfully assigned shoply/payment-84d4c68676-bwxlv to k8s-worker2
56m         Normal    Scheduled                      pod/payment-84d4c68676-bbn7b            Successfully assigned shoply/payment-84d4c68676-bbn7b to k8s-worker2
51s         Normal    Scheduled                      pod/inventory-7c5c586469-cs555          Successfully assigned shoply/inventory-7c5c586469-cs555 to k8s-worker1
52m         Normal    Scheduled                      pod/inventory-7c5c586469-k54j5          Successfully assigned shoply/inventory-7c5c586469-k54j5 to k8s-worker1
60m         Normal    Scheduled                      pod/gateway-7b76d459b9-w28j9            Successfully assigned shoply/gateway-7b76d459b9-w28j9 to k8s-worker1
55m         Normal    Scheduled                      pod/gateway-7b76d459b9-2r927            Successfully assigned shoply/gateway-7b76d459b9-2r927 to k8s-worker1
55m         Normal    Scheduled                      pod/gateway-7b76d459b9-72kmd            Successfully assigned shoply/gateway-7b76d459b9-72kmd to k8s-worker1
6s          Normal    Scheduled                      pod/payment-84d4c68676-79qq4            Successfully assigned shoply/payment-84d4c68676-79qq4 to k8s-worker2
53m         Normal    Scheduled                      pod/payment-84d4c68676-2gdhh            Successfully assigned shoply/payment-84d4c68676-2gdhh to k8s-worker1
54m         Warning   FailedScheduling               pod/payment-84d4c68676-2gdhh            0/4 nodes are available: 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
21s         Normal    Scheduled                      pod/gateway-7b76d459b9-dx5zq            Successfully assigned shoply/gateway-7b76d459b9-dx5zq to k8s-worker1
58m         Normal    Scheduled                      pod/inventory-7c5c586469-lq6f8          Successfully assigned shoply/inventory-7c5c586469-lq6f8 to k8s-worker1
6s          Normal    Scheduled                      pod/inventory-7c5c586469-rrrlv          Successfully assigned shoply/inventory-7c5c586469-rrrlv to k8s-worker1
2m21s       Normal    Scheduled                      pod/gateway-7b76d459b9-v6tnz            Successfully assigned shoply/gateway-7b76d459b9-v6tnz to k8s-worker1
3m51s       Normal    Scheduled                      pod/order-556547d684-zcbhh              Successfully assigned shoply/order-556547d684-zcbhh to k8s-worker2
59m         Normal    Scheduled                      pod/gateway-7b76d459b9-gwgkz            Successfully assigned shoply/gateway-7b76d459b9-gwgkz to k8s-worker1
51s         Normal    Scheduled                      pod/gateway-7b76d459b9-qplgl            Successfully assigned shoply/gateway-7b76d459b9-qplgl to k8s-worker1
59m         Normal    Scheduled                      pod/order-556547d684-2hcwc              Successfully assigned shoply/order-556547d684-2hcwc to k8s-worker2
58m         Normal    Scheduled                      pod/order-556547d684-5cw6s              Successfully assigned shoply/order-556547d684-5cw6s to k8s-worker2
52m         Normal    Scheduled                      pod/order-556547d684-6dppq              Successfully assigned shoply/order-556547d684-6dppq to k8s-worker2
56m         Normal    Scheduled                      pod/order-556547d684-9lq9c              Successfully assigned shoply/order-556547d684-9lq9c to k8s-worker1
